State,District,Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS
Tamilnadu,Erode,11.2607,77.4245,2019,7.4,1726,0,433.242,262.33,38,115.6,440,68,65.6208,180.6,16.9,1.4,1035.6
Tamilnadu,Erode,11.2242,77.4186,2019,7.5,1478,0,317.304,170.16,52,191.4,460,76,65.6208,106.8,8.6,1.9,886.8
Tamilnadu,Erode,11.1744,77.4472,2019,7.9,524,0,134.244,85.08,20.5,38.2,175,26,26.7344,47.7,2.8,0.3,314.4
Tamilnadu,Erode,11.2417,77.5042,2019,7.4,1363,0,323.406,184.34,52,97.4,380,68,51.0384,113.9,17.4,0.1,817.8
Tamilnadu,Erode,11.2314,77.5253,2019,7.3,1258,0,323.406,205.61,21,78.9,410,56,65.6208,89.3,13.1,1.3,754.8
Tamilnadu,Erode,11.2608,77.5303,2019,7.4,3530,0,347.814,879.16,141.5,139.6,1260,236,162.8368,212.3,34.5,0.3,2118
Tamilnadu,Erode,11.3419,77.5436,2019,7.4,694,0,237.978,70.9,20.5,49.3,160,34,18.228,78.9,1.4,1.2,416.4
Tamilnadu,Erode,11.2792,77.5847,2019,7.3,1004,0,256.284,134.71,41,80.1,280,48,38.8864,91,11.3,0.4,602.4
Tamilnadu,Erode,11.2261,77.5817,2019,7.3,760,0,219.672,120.53,22.5,34.6,235,40,32.8104,68.9,14.9,1,456
Tamilnadu,Erode,11.1625,77.5972,2019,7.6,1262,0,347.814,134.71,36.5,130.4,400,36,75.3424,88.3,18.7,1.7,757.2
Tamilnadu,Erode,11.0874,77.6643,2019,7.8,3420,0,360.018,744.45,177,244.6,920,176,116.6592,376,6.5,0.3,2052
Tamilnadu,Erode,11.0674,77.7022,2019,7.8,6640,0,860.382,1758.32,90.5,35.7,1180,88,233.3184,998.5,5,1.7,3984
Tamilnadu,Erode,11.0028,77.5625,2019,7.4,1715,0,341.712,276.51,47,160.1,440,80,58.3296,189.4,16.2,0.4,1029
Tamilnadu,Erode,11.0311,77.5348,2019,7.4,1664,0,330,284,51,104,350,80,36,201,10,0.2,998.4
Tamilnadu,Erode,11.0639,77.4922,2019,7.6,904,0,329.508,99.26,18,51.3,175,14,34.0256,125.4,6.8,0.7,542.4
Tamilnadu,Erode,10.8306,77.5864,2019,7.5,1466,0,360.018,170.16,111,83.1,260,72,19.4432,162.6,69,1.2,879.6
Tamilnadu,Erode,10.8046,77.5571,2019,7.5,4110,0,390.528,772.81,458,204.9,1220,256,140.9632,365.2,17.5,1,2466
Tamilnadu,Erode,10.7078,77.4225,2019,7.4,1384,0,256.284,177.25,104.5,143.2,400,80,48.608,123.9,1.7,0.9,830.4
Tamilnadu,Erode,10.6981,77.3906,2019,7.6,960,0,329.508,99.26,61,53.4,270,44,38.8864,108.3,1.8,1.2,576
Tamilnadu,Erode,10.7389,77.5292,2019,7.6,1633,0,457.65,212.7,97.5,65.6,340,88,29.1648,189.5,67.9,0.4,979.8
Tamilnadu,Erode,10.7639,77.5842,2019,7.2,909,0,390.528,77.99,35.6,11.8,320,88,24.304,66.2,6.5,0.6,545.4
Tamilnadu,Erode,10.7639,77.5944,2019,7.5,6030,0,701.73,1134.4,578,239,1160,232,140.9632,628.5,344.5,1,3618
Tamilnadu,Erode,10.7682,77.6549,2019,7.4,1072,0,366.12,106.35,29,65.8,350,84,34.0256,81.8,3.4,1,643.2
Tamilnadu,Erode,10.7917,77.7083,2019,7.6,2290,0,244.08,283.6,521.5,7.9,760,152,92.3552,169,2.7,0.9,1374
Tamilnadu,Erode,10.6431,77.7342,2019,7.6,1416,0,439.344,141.8,146,12.2,580,80,92.3552,58.4,3.9,1,849.6
Tamilnadu,Erode,10.8395,77.7217,2019,7.5,1430,0,390.528,170.16,133,40.7,400,88,43.7472,139.2,5.8,1,858
Tamilnadu,Erode,10.9586,77.7225,2019,7.6,2820,0,573.588,503.39,119,124.8,490,68,77.7728,279.3,222,0.7,1692
Tamilnadu,Erode,11.0756,77.8628,2019,7.6,5920,0,591.894,1176.94,804,3.3,1060,144,170.128,872,30,1.3,3552
Tamilnadu,Erode,11.1745,77.8566,2019,7.4,1676,0,384.426,319.05,54.5,7.7,470,100,53.4688,147.4,17.4,1.1,1005.6
Tamilnadu,Erode,11.1882,77.7713,2019,7.5,1289,0,451.548,148.89,50,31.2,400,88,43.7472,97.6,22.8,0.6,773.4
Tamilnadu,Erode,11.1697,77.7472,2019,7.5,1340,0,408.834,170.16,71.5,40.8,410,112,31.5952,111.9,14.9,1.5,804
Tamilnadu,Erode,11.3333,77.7333,2019,7.4,1210,0,433.242,141.8,55.5,11.3,350,92,29.1648,118.3,8.8,0.9,726
Tamilnadu,Namakal,11.4192,77.7006,2019,7.4,1115,0,378.324,127.62,39,30.4,330,92,24.304,95.6,11.1,1,669
Tamilnadu,Namakal,11.3886,77.7647,2019,7.5,1540,0,524.772,163.07,52.5,43.1,380,52,60.76,154.1,15.6,1.5,924
Tamilnadu,Namakal,11.3508,77.7639,2019,7.5,1354,0,549.18,113.44,31.5,30.6,350,84,34.0256,130.3,31,1.7,812.4
Tamilnadu,Namakal,11.3633,77.8089,2019,7.5,1467,0,390.528,233.97,52.5,26.4,400,64,58.3296,135.8,8.3,1.8,880.2
Tamilnadu,Namakal,11.3147,77.7948,2019,7.4,3600,0,475.956,595.56,457.5,80.3,1000,228,104.5072,327.1,34,1.4,2160
Tamilnadu,Namakal,11.2361,77.9142,2019,7.5,4950,0,457.65,1020.96,579,84.8,1400,272,174.9888,453.4,68.4,1.4,2970
Tamilnadu,Namakal,11.2042,77.9917,2019,7.5,1457,0,482.058,177.25,46.5,20,410,84,48.608,132.6,16.8,1.7,874.2
Tamilnadu,Namakal,11.267,77.867,2019,7.4,2400,0,323.406,425.4,167.5,174.6,710,116,102.0768,188.2,58.2,1.3,1440
Tamilnadu,Namakal,11.2739,78.9475,2019,7.5,2200,0,408.834,418.31,102.5,50,770,164,87.4944,138.1,10,0.8,1320
Tamilnadu,Namakal,11.3531,77.9561,2019,7.4,4510,0,445,872,603,68,1060,152,165,534,31,1.2,2706
Tamilnadu,Namakal,11.3156,78.0336,2019,7.7,1806,0,488.16,269.42,94,32.8,490,64,80.2032,178.8,10,1.4,1083.6
Tamilnadu,Namakal,11.274,78.083,2019,7.7,1725,0,457.65,233.97,128.5,30,380,40,68.0512,201,20,1.2,1035
Tamilnadu,Namakal,11.2894,78.0689,2019,7.5,5980,0,463.752,1361.28,530,169,1620,168,291.648,612,21.6,1.4,3588
Tamilnadu,Namakal,11.3657,78.1192,2019,7.5,3990,0,384.426,659.37,616.5,45,960,152,140.9632,438.8,16.1,1.4,2394
Tamilnadu,Namakal,11.3847,78.0125,2019,7.6,2060,0,458,291,224,20,470,80,66,248,14,1.7,1236
Tamilnadu,Namakal,11.5125,78.0958,2019,7.5,1498,0,482.058,170.16,65,47.5,470,48,85.064,117.7,4.4,0.8,898.8
Tamilnadu,Namakal,11.4325,78.1588,2019,7.4,4700,0,366.12,1219.48,276.25,80.7,1580,140,298.9392,348.8,7.2,1,2820
Tamilnadu,Namakal,11.4167,78.3,2019,7.6,1294,0,414.936,177.25,54,13.9,240,56,24.304,135.8,88.4,0.6,776.4
Tamilnadu,Namakal,11.3333,78.2458,2019,7.5,1556,0,451.548,191.43,132,31.5,640,76,109.368,69.7,4.5,1,933.6
Tamilnadu,Namakal,11.3028,78.2333,2019,7.6,3210,0,677.322,560.11,181,111.5,960,128,155.5456,291.7,14.8,0.8,1926
Tamilnadu,Namakal,11.1689,78.2744,2019,7.4,3620,0,451.548,701.91,232.5,213.3,1440,208,223.5968,157.7,5.1,0.6,2172
Tamilnadu,Namakal,11.141,78.2201,2019,7.4,1328,0,341.712,191.43,71,43.8,560,80,87.4944,49.1,5.7,0.9,796.8
Tamilnadu,Namakal,11.2167,78.1722,2019,7.5,1508,0,524.772,184.34,45.5,43.2,460,116,41.3168,114,60,0.7,904.8
Tamilnadu,Namakal,11.1011,78.1517,2019,7.3,2860,0,292.896,659.37,158.5,73.8,790,92,136.1024,254.6,22.4,0.9,1716
Tamilnadu,Namakal,11.4583,78.225,2019,7.5,1476,0,390.528,191.43,95,70,480,56,82.6336,119.8,11.7,0.7,885.6
Tamilnadu,Namakal,11.4625,78.275,2019,7.2,1960,0,610.2,304.87,46,26.8,760,88,131.2416,98.4,17.9,0.6,1176
Tamilnadu,Namakal,11.4831,78.375,2019,7.9,1427,0,402.732,184.34,107,41.6,430,52,72.912,127.4,10.1,0.6,856.2
Tamilnadu,Namakal,11.4594,78.3969,2019,7.9,1525,0,427.14,170.16,144.5,25.6,540,40,106.9376,90.2,17.7,0.7,915
Tamilnadu,Namakal,11.5733,78.4044,2019,7.7,1267,0,366.12,170.16,77,12.3,360,32,68.0512,119.7,8,0.8,760.2
Tamilnadu,Namakal,11.5875,78.4403,2019,7.5,1434,0,402.732,163.07,93.5,76.4,620,64,111.7984,44.3,5,0.8,860.4
Tamilnadu,Pudukottai,10.5306,78.9667,2019,6.72,236,0,61,32,4.8,5.7,50,8.8,6.8,14,1.2,0,141.6
Tamilnadu,Pudukottai,10.3586,78.9833,2019,6.93,938,0,220,170,20,33,220,72,9.7,88,10,0,562.8
Tamilnadu,Pudukottai,10.45,78.7028,2019,7.42,2350,0,451,440,38,80,805,132,116,78,4.9,0.22,1410
Tamilnadu,Pudukottai,10.45,78.7028,2019,7.47,2370,0,458,433,38,80,830,114,132,89,4.9,0.1,1422
Tamilnadu,Pudukottai,10.1333,79.2247,2019,7.29,2800,0,531,589,66,1.6,545,126,56,322,12,0,1680
Tamilnadu,Pudukottai,10.3181,78.575,2019,7.15,528,0,311,14,3.4,0.29,190,38,23,27,4.6,0.8,316.8
Tamilnadu,Pudukottai,10.5833,78.8917,2019,7.2,1030,0,342,142,11,38,350,74,40,74,3.4,1.12,618
Tamilnadu,Pudukottai,10.0389,79.2333,2019,7.37,5330,0,500,1321,265,92,1040,192,136,621,48,0.1,3198
Tamilnadu,Pudukottai,10.1656,79.125,2019,7.17,2490,0,256,667,34,91,840,196,85,151,2.5,0.34,1494
Tamilnadu,Pudukottai,10.3125,78.6833,2019,7.38,456,0,201,25,10,13,195,48,18,7.1,1.5,0,273.6
Tamilnadu,Pudukottai,10.1833,78.7639,2019,7.59,1770,0,342,348,21,58,650,120,85,79,3.7,1.12,1062
Tamilnadu,Pudukottai,10.6083,78.775,2019,7.36,1919,0,329,511,15,27,850,124,131,56,5.2,0.4,1151.4
Tamilnadu,Pudukottai,10.4639,78.8486,2019,7.24,1130,0,366,164,13,50,415,58,66,50,3.2,0.71,678
Tamilnadu,Pudukottai,10.475,78.9194,2019,7.36,1110,0,305,174,64,1.6,220,40,29,122,34,0.47,666
Tamilnadu,Ramanathapuram,9.4403,78.4514,2019,7.83,3340,0,671,710,108,47,440,52,75,534,3.4,0.71,2004
Tamilnadu,Ramanathapuram,9.4708,78.9,2019,7.67,9820,0,683,2556,490,202,1420,200,224,1405,199,0.6,5892
Tamilnadu,Ramanathapuram,9.8656,78.5383,2019,7.6,1424,0,537,199,46,4.6,280,36,46,199,24,0,854.4
Tamilnadu,Ramanathapuram,9.4083,78.2,2019,7.38,2920,0,220,703,112,58,860,168,107,184,10,1.02,1752
Tamilnadu,Ramanathapuram,9.4083,78.375,2019,7.53,569,0,171,75,14,23,135,28,16,57,6.5,0.57,341.4
Tamilnadu,Ramanathapuram,9.2833,79.0583,2019,7.79,1584,0,830,135,58,0.96,250,28,44,271,12,2.38,950.4
Tamilnadu,Ramanathapuram,9.4,78.3944,2019,7.84,4480,0,1049,788,280,51,230,28,39,906,1.2,1.45,2688
Tamilnadu,Ramanathapuram,9.3689,78.8364,2019,7.53,8200,0,586,2105,337,111,1420,280,175,1284,213,0.44,4920
Tamilnadu,Ramanathapuram,9.3667,78.7833,2019,7.86,419,0,232,18,5.6,0.96,125,36,8.5,52,7.6,0.22,251.4
Tamilnadu,Ramanathapuram,9.8333,78.7833,2019,7.45,11440,0,329,2951,568,242,2940,568,370,1350,215,0.61,6864
Tamilnadu,Ramanathapuram,9.7833,78.9208,2019,7.34,19290,0,378,5547,883,47,1775,150,340,4045,7.1,0.51,11574
Tamilnadu,Ramanathapuram,9.5458,78.695,2019,7.69,4800,0,281,1238,220,14,840,152,112,660,2.4,0.62,2880
Tamilnadu,Sivaganga,9.9,78.5167,2019,7.6,1796,0,244,270,356,19,760,124,109,147,3.4,0.76,1077.6
Tamilnadu,Sivaganga,10.1625,78.7792,2019,7.88,1969,0,598,341,44,1.3,320,60,41,343,8.7,4.1,1181.4
Tamilnadu,Sivaganga,9.6125,78.625,2019,8.11,1394,0,586,149,80,6.4,90,28,4.9,299,1.3,0.81,836.4
Tamilnadu,Sivaganga,9.9833,78.6667,2019,7.41,1652,0,305,263,134,93,430,100,44,160,18,0.67,991.2
Tamilnadu,Sivaganga,10.0011,78.7694,2019,7.54,834,0,256,110,11,26,305,78,27,73,1.1,1.17,500.4
Tamilnadu,Sivaganga,10.1083,78.5333,2019,7.67,810,0,384,71,13,2,275,20,55,81,2.9,0.6,486
Tamilnadu,Sivaganga,9.7083,78.475,2019,7.91,1411,0,390,234,35,1.6,190,32,27,236,5.1,0.84,846.6
Tamilnadu,Sivaganga,9.6875,78.4528,2019,7.48,1997,0,134,525,17,54,900,268,56,62,5,0.21,1198.2
Tamilnadu,Sivaganga,9.7417,78.4,2019,7.78,2460,0,586,327,242,19,370,48,61,450,3.5,0.98,1476
Tamilnadu,Sivaganga,9.9417,78.5208,2019,7.73,1020,0,232,199,8.8,71,340,60,46,58,4.4,0.73,612
Tamilnadu,Sivaganga,10.0958,78.8583,2019,7.83,439,0,37,92,1.1,29,135,36,11,30,1.3,0.06,263.4
Tamilnadu,Sivaganga,10.1842,78.4236,2019,7.63,2250,0,305,512,75,16,600,80,97,241,15,0.36,1350
Tamilnadu,Sivaganga,10.1842,78.4236,2019,7.63,1885,0,268,398,83,116,440,96,49,204,42,0.45,1131
Tamilnadu,Sivaganga,10.1903,78.5292,2019,7.61,3990,0,439,597,56,12,800,56,160,289,8.6,0.38,2394
Tamilnadu,Sivaganga,10.08,78.7803,2019,7.78,4440,0,390,839,483,13,820,80,151,572,8.9,1.03,2664
Tamilnadu,Kancheepuram,12.97,80.17,2019,7.4,1176,0,329.454,191.7,106,15.1,500,68,80.2692,64.4,1.612276,0.6,705.6
Tamilnadu,Kancheepuram,12.97,80.16,2019,7.3,860,0,231.838,142,19,16,250,48,31.6212,70.3,3.929923,0.5,516
Tamilnadu,Kancheepuram,12.98,80.13,2019,7.5,1974,0,378.262,433.1,80,26.6,230,32,36.486,353.6,3.224552,0.5,1184.4
Tamilnadu,Kancheepuram,12.96,80.11,2019,7.3,1052,0,317.252,149.1,27,43.4,330,40,55.9452,68.3,24.58721,0.1,631.2
Tamilnadu,Kancheepuram,12.96,80.13,2019,7.3,2730,0,414.868,681.6,18,17.4,720,152,82.7016,270,2.720716,0.4,1638
Tamilnadu,Kancheepuram,12.94,80.15,2019,7.4,2350,0,634.504,440.2,14.5,19.8,740,44,153.2412,198.5,1.612276,0.3,1410
Tamilnadu,Kancheepuram,12.93,80.13,2019,7.1,1493,0,378.262,205.9,47.5,112.1,480,80,68.1072,107.3,2.015345,0.3,895.8
Tamilnadu,Kancheepuram,12.89,80.15,2019,7.4,1304,0,244.04,284,31.5,34,340,76,36.486,141.3,0.906905,0.2,782.4
Tamilnadu,Kancheepuram,12.93,80.16,2019,7.6,1824,0,488.08,269.8,57.5,45.3,520,104,63.2424,157.4,3.728389,0.1,1094.4
Tamilnadu,Kancheepuram,12.92,80.2,2019,7.3,3170,0,439.272,795.2,97.5,12,820,96,141.0792,340.6,5.441432,0.1,1902
Tamilnadu,Chennai,12.99,80.23,2019,7.4,1407,0,305.05,241.4,76.5,31,340,76,36.486,160,2.720716,0.1,844.2
Tamilnadu,Chennai,12.99,80.25,2019,7.5,1329,0,244.04,227.2,134.5,6.5,350,64,46.2156,149.9,7.154476,0.1,797.4
Tamilnadu,Kancheepuram,12.81,80.24,2019,7.1,4320,0,292.848,1249.6,172.5,17,820,168,97.296,632.2,15.41739,0.1,2592
Tamilnadu,Kancheepuram,12.78,79.72,2019,7.3,510,0,195.232,53.25,23,9.5,150,28,19.4592,62.4,1.511509,0.4,306
Tamilnadu,Kancheepuram,12.9,80.23,2019,7.1,2160,0,170.828,553.8,95,51,460,52,80.2692,259,46.55448,0.2,1296
Tamilnadu,Tiruvallur,13.15,79.83,2019,7.5,1591,0,414.868,227.2,94,27.1,410,80,51.0804,172.7,3.023018,0.4,954.6
Tamilnadu,Tiruvallur,13.17,79.61,2019,7.6,2750,0,658.908,532.5,84,13.5,660,116,89.9988,329,6.751407,0.6,1650
Tamilnadu,Tiruvallur,13.14,79.55,2019,7.2,2270,0,439.272,426,72,63,510,88,70.5396,251.9,4.43376,0.3,1362
Tamilnadu,Tiruvallur,13.19,79.58,2019,7.3,3540,0,524.686,773.9,234,2,910,136,138.6468,384.2,5.642967,0.8,2124
Tamilnadu,Tiruvallur,13.19,79.61,2019,7.5,1725,0,329.454,340.8,87,11,360,64,48.648,218.3,5.743734,0.6,1035
Tamilnadu,Tiruvallur,13.18,79.62,2019,7.4,2100,0,390.464,468.6,90,15.5,510,104,60.81,251.6,4.736061,0.3,1260
Tamilnadu,Tiruvallur,13.21,79.75,2019,7.8,3060,0,463.676,795.2,82.5,6.2,770,128,109.458,367.8,3.829156,0.6,1836
Tamilnadu,Kancheepuram,13,80.19,2019,7.4,949,0,237.939,131.35,64.5,4,185,34,24.324,103.6,17.43274,0.2,569.4
Tamilnadu,Chennai,13.06,80.28,2019,7.3,1936,0,256.242,404.7,114,106.8,440,144,19.4592,226.3,27.711,0.4,1161.6
Tamilnadu,Chennai,13.16,80.31,2019,7.8,2160,0,286.747,326.6,262.5,146,230,80,7.2972,388.4,32.34629,0.2,1296
Tamilnadu,Tiruvallur,13.27,80.28,2019,7.2,3600,0,219.636,1065,144.5,52.9,1050,308,68.1072,358.2,9.673657,0.5,2160
Tamilnadu,Tiruvallur,13.31,80.28,2019,7.7,2660,0,256.242,688.7,107.5,63.2,310,104,12.162,453.7,9.069054,0.4,1596
Tamilnadu,Tiruvallur,13.33,80.29,2019,7.6,1505,0,244.04,333.7,80.5,41.8,470,124,38.9184,127.7,7.255243,0.5,903
Tamilnadu,Tiruvallur,13.33,80.28,2019,8,3260,0,793.13,461.5,195,74.2,240,76,12.162,557.2,100.5657,0.6,1956
Tamilnadu,Tiruvallur,13.38,80.29,2019,7.9,5380,0,390.464,1150.2,710,52,490,100,58.3776,942.5,120.8199,0.6,3228
Tamilnadu,Tiruvallur,13.42,80.31,2019,7.5,1960,0,408.767,333.7,135,59.2,340,96,24.324,263.4,41.11304,0.2,1176
Tamilnadu,Tiruvallur,13.4,80.25,2019,7.7,3860,0,616.201,752.6,309,86.3,770,168,85.134,494.8,59.15038,0.4,2316
Tamilnadu,Tiruvallur,13.27,80.15,2019,7.3,516,0,109.818,85.2,34.5,23.3,250,88,7.2972,8.4,6.449105,0.4,309.6
Tamilnadu,Tiruvallur,13.2,80.18,2019,7.4,692,0,134.222,134.9,30.5,31.1,300,96,14.5944,15.9,4.131458,1.1,415.2
Tamilnadu,Tiruvallur,13.15,80.2,2019,7.3,690,0,91.515,149.1,42.5,40.2,260,84,12.162,38.1,7.960614,0.5,414
Tamilnadu,Kancheepuram,13.01,80.2,2019,7.1,1398,0,305.05,198.8,120,98,380,120,19.4592,149,6.852174,2,838.8
Tamilnadu,Tiruvallur,13.19,80.19,2019,7.3,1680,0,298.949,298.2,72,112,480,140,31.6212,140.9,32.64859,0.8,1008
Tamilnadu,Tiruvallur,13.28,80.08,2019,7.2,515,0,152.525,63.9,18.5,50,130,36,9.7296,59,4.030691,0.7,309
Tamilnadu,Tiruvallur,13.25,80.18,2019,7.1,685,0,189.131,71,64,50,200,46,20.6754,62.1,5.340665,1,411
Tamilnadu,Tiruvallur,13.31,80.05,2019,7.2,855,0,237.939,120.7,54,50.2,150,20,24.324,132.6,5.038363,1.2,513
Tamilnadu,Tiruvallur,13.34,79.91,2019,7.4,1161,0,219.636,184.6,72.5,51.5,330,68,38.9184,90,9.169821,0.8,696.6
Tamilnadu,Tiruvallur,13.46,80.11,2019,7.1,1012,0,73.212,241.4,59,50.1,255,74,17.0268,102.4,7.859847,0.6,607.2
Tamilnadu,Kancheepuram,13.02,80.15,2019,7.4,983,0,262.343,142,41,52.3,235,80,8.5134,103.9,21.56419,0.7,589.8
Tamilnadu,Kancheepuram,13.02,80.14,2019,7.2,1583,0,219.636,291.1,166,70.4,450,120,36.486,157.4,12.29361,0.6,949.8
Tamilnadu,Kancheepuram,13,80.07,2019,7.2,1258,0,237.939,227.2,79,60.2,310,64,36.486,139.8,11.3867,1.8,754.8
Tamilnadu,Kancheepuram,13.05,80.1,2019,7.3,1743,0,311.151,291.1,163,55.4,440,108,41.3508,178.8,28.51714,1.8,1045.8
Tamilnadu,Tiruvallur,13.06,80.08,2019,7.5,1534,0,292.848,262.7,146,50.8,400,72,53.5128,176.4,14.91355,1.9,920.4
Tamilnadu,Tiruvallur,13.03,80.04,2019,7.3,1802,0,195.232,170.4,469,60.6,630,160,55.9452,129.3,10.88286,1.6,1081.2
Tamilnadu,Tiruvallur,13.11,80.02,2019,7.3,1511,0,158.626,355,110.5,57.1,330,116,9.7296,184.1,36.67928,0.2,906.6
Tamilnadu,Tiruvallur,13.13,80.01,2019,7.3,1164,0,231.838,134.9,188,50,260,52,31.6212,147.2,10.07673,1,698.4
Tamilnadu,Tiruvallur,13.13,80.01,2019,7.2,4110,0,414.868,880.4,459,123,1530,356,155.6736,239.7,9.774425,0.7,2466
Tamilnadu,Chennai,13.07,80.23,2019,7.2,1923,0,378,341,112,86,300,68,32,283,23,0.5,1153.8
Tamilnadu,Chennai,13.07,80.26,2019,7.5,1762,0,384,263,153,48,340,76,36,230,19,0.4,1057.2
Tamilnadu,Tiruvallur,13.22,80.13,2019,7.4,1653,0,177,284,237,65,330,88,27,206,34,0.5,991.8
Tamilnadu,Tiruvallur,13.12,80.13,2019,7.3,1506,0,488,249,31,51,630,68,112,68,2,0.2,903.6
Tamilnadu,Tiruvallur,13.17,80.1,2019,7.3,505,0,110,78,40,50,140,36,12,49,3,0.6,303
Tamilnadu,Tiruvallur,13.18,80.1,2019,7.3,1415,0,275,199,199,49,360,84,36,169,2,0.8,849
Tamilnadu,Tiruvallur,13.17,80.12,2019,7.3,985,0,220,170,62,50,310,60,39,80,3,0.8,591
Tamilnadu,Tiruvallur,13.2,80.12,2019,7.4,1336,0,250,227,105,47,260,40,39,178,6,1,801.6
Tamilnadu,Tiruvallur,13.14,80.18,2019,7.3,3840,0,512,483,613,67,940,152,136,398,17,1,2304
Tamilnadu,Tiruvallur,13.11,80.16,2019,7.5,1104,0,201,220,38,59,190,48,17,153,8,1.2,662.4
Tamilnadu,Chennai,13.04,80.21,2019,7.4,1107,0,305,121,128,51,390,92,39,87,8,0.5,664.2
Tamilnadu,Chennai,13,80.27,2019,7.5,773,0,201,99,50,69,280,64,29,27,18,0.2,463.8
Tamilnadu,Chennai,12.99,80.26,2019,7.6,1848,0,293,426,65,55,440,76,61,211,5,0.3,1108.8
Tamilnadu,Chennai,12.98,80.26,2019,7.6,1363,0,134,305,38,88,190,52,15,185,12,0.3,817.8
Tamilnadu,Chennai,12.98,80.27,2019,7.5,5530,0,183,1619,262,93,830,108,136,836,57,0.7,3318
Tamilnadu,Chennai,12.98,80.27,2019,7.6,7030,0,214,2016,375,245,1040,136,170,1067,78,0.4,4218
Tamilnadu,Chennai,12.97,80.26,2019,7.8,1376,0,214,277,129,51,310,56,41,170,19,0.5,825.6
Tamilnadu,Chennai,12.96,80.26,2019,7.7,1551,0,159,334,97,91,290,44,44,188,36,0.1,930.6
Tamilnadu,Chennai,12.96,80.26,2019,7.6,2070,0,207,454,143,59,370,88,36,267,15,0.7,1242
Tamilnadu,Chennai,12.95,80.26,2019,7.5,2650,0,317,419,183,337,580,184,29,292,54,0.8,1590
Tamilnadu,Chennai,12.95,80.26,2019,7.7,1402,0,214,277,114,55,350,80,36,159,16,0.4,841.2
Tamilnadu,Chennai,12.94,80.25,2019,7.7,1578,0,92,341,162,77,290,56,36,186,37,0.5,946.8
Tamilnadu,Chennai,12.93,80.25,2019,7.6,640,0,189,71,65,51,250,68,19,37,8,0.4,384
Tamilnadu,Chennai,12.99,80.26,2019,7.5,737,0,183,92,91,34,290,56,36,36,9,0.4,442.2
Tamilnadu,Villupuram,11.9364,79.4636,2019,7.64,1493,0,409,277,102,0.53,370,92,34,182,3.1,0.12,895.8
Tamilnadu,Villupuram,11.955,79.4183,2019,7.22,1542,0,323,348,30,37,550,122,60,101,5.6,0.14,925.2
Tamilnadu,Villupuram,11.9742,79.2258,2019,7.77,1529,0,366,327,93,0.29,420,104,39,169,3.8,0.07,917.4
Tamilnadu,Villupuram,11.9458,79.1378,2019,7.63,1335,0,305,306,58,7.8,380,112,24,132,4.3,0.68,801
Tamilnadu,Villupuram,11.7156,78.8806,2019,7.25,1818,0,293,299,187,86,585,146,54,130,4.8,0.46,1090.8
Tamilnadu,Villupuram,11.625,78.95,2019,7.27,1646,0,378,299,96,1.3,485,120,45,132,9.5,0.28,987.6
Tamilnadu,Villupuram,11.6342,78.8764,2019,7.24,1611,0,317,284,90,39,450,134,28,132,10,0.22,966.6
Tamilnadu,Villupuram,11.6953,78.9347,2019,7.38,719,0,305,43,28,52,270,70,23,20,1.9,0.2,431.4
Tamilnadu,Villupuram,11.7167,79.1792,2019,7.39,2150,0,415,356,93,117,490,108,54,202,27,0.7,1290
Tamilnadu,Villupuram,11.8042,79.4128,2019,7.68,960,0,451,92,23,3.3,270,40,41,120,7.8,1,576
Tamilnadu,Cuddalore,11.33,79.7753,2019,7.69,1037,0,610,50,24,9.4,240,44,32,136,1.1,1.28,622.2
Tamilnadu,Perambalur,11.3456,78.8317,2019,7.7,2300,0,683,356,95,91,760,112,117,188,0.7,1.56,1380
Tamilnadu,Perambalur,11.1611,78.7222,2019,7.6,1892,0,439,327,139,79,760,132,105,77,7.2,1.16,1135.2
Tamilnadu,Perambalur,11.0961,78.8253,2019,7.21,2920,0,232,654,137,230,960,272,68,164,2.3,0.76,1752
Tamilnadu,Perambalur,11.1969,78.8461,2019,7.71,2340,0,634,398,146,54,840,152,112,146,7.3,1.26,1404
Tamilnadu,Perambalur,11.2306,79.025,2019,7.29,4260,0,390,697,800,74,620,152,58,600,2.4,1.36,2556
Tamilnadu,Ariyalur,11.1756,79.1094,2019,7.46,678,0,342,50,37,16,160,40,15,89,1.8,0.98,406.8
Tamilnadu,Trichy,11.0208,78.9917,2019,7.4,4040,0,366,711,742,153,1020,192,131,444,29,0.84,2424
Tamilnadu,Perambalur,11.1394,79.2378,2019,7.3,699,0,293,78,21,18,250,72,17,37,2.3,0.66,419.4
Tamilnadu,Ariyalur,11.3386,79.3775,2019,7.2,542,0,73,89,30,50,185,48,16,12,4.3,0.58,325.2
Tamilnadu,Ariyalur,11.3069,79.3494,2019,6.87,409,0,79,50,66,19,135,38,10,24,1.8,0.3,245.4
Tamilnadu,Ariyalur,11.2836,79.2839,2019,7.01,259,0,122,18,1.8,12,90,24,7,11,1.6,0.6,155.4
Tamilnadu,Perambalur,11.2333,79.315,2019,6.57,97,0,18,21,3.7,2.8,40,6,6,4.2,1.1,0,58.2
Tamilnadu,Ariyalur,11.2128,79.3644,2019,7.54,2570,0,659,384,177,103,200,48,19,347,271,1.24,1542
Tamilnadu,Dharmapuri,12.1236,77.8083,2019,7.64,1286,0,390,139,109,100,390,96,36,124,0.55,1.58,771.6
